Status,Ticker,Side,Qty,Open_Date,Close_Date,Entry,Exit,Realized_PL,Return_Pct,Strategy,Catalyst,Notes
CLOSED,UAMY,LONG,1000,2026-07-13,2026-07-15,6.200,5.915,-290.32,-4.60,SPEC,Found live at S95 session open via TWS screenshot - legacy resting order that fired without James's attention, not a deliberate entry,James's override was to hold and let the stop or a reclaim above $6.20 cost decide it - the stop decided it. Fired 15 July at $5.915, confirmed via Trades tab, realized loss $290.32. Fading antimony price premium (Fastmarkets $27.50 peak to $14.50 by 18 June) and a Bolivia feedstock delay were live negatives at the time of the last fundamentals check; real DLA/Radersburg operational progress did not offset them in time. Position was found absent from live Positions/Orders screenshots with zero exit reasoning on file 17 July; this row corrects that gap via primary source.
CLOSED,KTOS,LONG,250,2026-07-13,2026-07-16,47.200,48.5104,324.55,3.13,A,S95 sole-source ~$100M space-domain-awareness production award, independently verified against Kratos IR and corroborated by Jefferies $80 PT / Wedbush $85 PT Outperform,Trailing stop worked as designed - raised to $47.32 end of S96 then $48.50 S97 while price ran to a $52.20 peak. Price pulled back and the stop fired 16 July at $48.5104, confirmed via Trades tab. Realized GAIN of $324.55 - well below the +$1,249 peak unrealized but a real locked profit, not a loss. Position was found absent from live Positions/Orders screenshots with zero exit reasoning on file 17 July; this row corrects that gap via primary source.
CLOSED,RKLB,LONG,100,2026-07-13,2026-07-15,76.708,75.0105,-170.92,-2.23,SPEC,Half-size starter on a real SpaceX-IPO-rotation dislocation - Q1 revenue $200.3M +63.5% YoY, $2.2B backlog, Space Systems segment (68% of revenue) provides a real floor independent of the Neutron binary catalyst,ERROR IDENTIFIED, not just an outcome: the S96 note describing the $75.02 stop as "a real locked-in profit floor well above the $76.708 cost basis" was mathematically wrong - $75.02 is BELOW $76.708, a loss-lock not a profit-lock. Stop fired 15 July at $75.0105, confirmed via Trades tab, realized LOSS $170.92, not the gain the prior note implied. Position was found absent from live Positions/Orders screenshots with zero exit reasoning on file 17 July; this row corrects that gap via primary source and flags the arithmetic error for LESSONS_LEARNED.
CLOSED,MU,LONG,15,2026-07-13,2026-07-13,932.070,923.660,-126.15,-0.90,SPEC,Fast StratB rebound sourced from the scout report, James's own framing similar to MRVL but flagged at the time as materially thinner evidence - technical/oversold read only not independently fundamentally verified,Filled on the stated pullback-and-stabilize condition. Stopped out same session at $923.66 against the $927.29 GTC stop.
CLOSED,MRVL,LONG,100,2026-07-13,2026-07-13,219.510,217.437,-206.32,-0.94,SPEC,Aggressive reclaim entry off a violent single-candle Iran-headline flash-crash ($228 to sub-$217 in ~15 minutes) with genuine OBV-confirmed reclaim; fundamentals independently verified pre-entry (Q1 non-GAAP EPS $0.80 record op cash flow $638.8M raised FY27/28 guidance, the -80% GAAP earnings decline confirmed as pure Celestial AI/XConn purchase-accounting noise not business deterioration),Filled $219.50 better than the proposed $220.50-221 zone. Stop $217.54 GTC. Plan was to move stop to cost ($219.50) once comfortably clear - NOT executed before the stop fired. Stopped out at $217.4368.
CLOSED,NOW,LONG,100,2026-07-14,2026-07-14,104.210,106.481,227.10,2.18,SPEC,Scout target (SPRO/NOW pair), report text not shared with Claude - logged from live chart/order screenshots not independently verified against primary sources the way other S96 entries were,S96 technical rebound entry. Chart shows a genuine capitulation low near $101.80 with a real OBV surge confirming the reversal (~1.2M to over 2M right at the turn), clean rally to a $106.20 high, consolidating ~$105.31 as of the reconciling screenshot. Stop $104.70 GTC, above cost, real locked-in buffer, later raised to $105.47 GTC. Companion order SPRO (BUY Stop Limit 2,000 @ $2.40/$2.36) never triggered, both legs cancelled same session, no exposure. No fresh fundamental Stage 1/2 run - prior S85 register note downgraded NOW as a longer-horizon thesis (April-June move already complete), a separate question this technical entry doesn't resolve. S97 CORRECTION, 15 July 2026: journal103's close carried this as HELD with unrealized +$280 at $107.01. James's Trades tab (dated 14 July, same session) shows the position was actually fully SOLD same day, 100sh across four fills (66 @ $106.48, 26 @ $106.4807, 8 @ $106.49, blended $106.481), a genuine closed round trip the S96 close missed entirely, not a data mystery, confirmed via primary source not inferred. Realized gain $227.10 on the 100sh (entry $104.21).

CLOSED,LEVI,LONG,1000,2026-07-15,2026-07-15,24.05458,24.01,-55.27,-0.19,SPEC,StratB scout, second distinct entry on this name after the earlier S90/S91 round trip elsewhere in this file,Same-day round trip - the exact naked-risk exposure flagged in journal104 (DAY-tif stop, not GTC) materialized before it could be resubmitted. Filled 24.05458, sold 24.01 same session, confirmed via Trades tab. Small realized loss $55.27. journal104's S97 close reported this as HELD with unrealized +$40 - that was already stale at the time it was written, the same failure shape as the NOW miss two sessions earlier (P75-adjacent): a position closed intraday got carried as open through to the written close.

CLOSED,IBM,LONG,100,2026-07-15,2026-07-15,222.698,220.510,-218.80,-0.98,SPEC,StratB scout attempt, James's own framing: "try and fail, reclaim failed but minimal loss",Entered via Stop Limit ($223.25 limit/$222.60 stop, DAY), filled $222.698. ProfitTake SELL Limit 100sh @ $235.00 GTC never filled, correctly cancelled once the stop side triggered instead. StopLoss SELL Stop 100sh @ $220.60 (DAY tif), filled $220.51. Realized loss reconciles closely against the day's total realized P&L of -$221.31 shown on the account summary.
CLOSED,OKLO,LONG,400,2026-07-15,2026-07-15,45.300,44.485,-330.45,-1.80,A,Fresh 400sh add tranche, resting since S91/S92 per James's explicit override that this position is a long-term thematic hold not a tactical trade,Resting BUY 400 @ $45.30 GTC finally filled 15 July, then hit its own $44.50 stop the SAME session - a tranche explicitly sized and framed as a long-term hold whipsawed in and out same day, contrary to its own stated purpose. Confirmed via Trades tab. Separate from the original 100sh S88 tranche and the 200sh S92/S95 add (already closed S95, see row above), which is a distinct, still-open position line - not touched by this fill/stop pair. Realized loss $330.45.
CLOSED,RPD,LONG,500,,2026-08-17,12.706,12.498,-106.73,-1.64,,Fast-pass only 17 Aug re-baseline no full Stage 1/2,Entry price/date is the documented pre-17-July avg cost, original open date not recovered per James's explicit clean re-baseline instruction (not a retroactive reconstruction). Sold 500 @ 12.498, 17 Aug, confirmed via Trades tab, essentially on the documented $12.49 GTC stop. Realized loss -106.73 net of $2.73 commission.
CLOSED,RCAT,LONG,300,,2026-08-17,11.161,10.480,-205.92,-6.10,,Fast-pass only 17 Aug re-baseline small size no red flags,Entry price is the documented pre-17-July avg cost, original open date not recovered per James's explicit clean re-baseline instruction. Sold 300 @ 10.48, 17 Aug, confirmed via Trades tab, EXACT match to the documented $10.48 GTC stop. Realized loss -205.92 net of $1.62 commission.
CLOSED,REKR,LONG,5000,,2026-08-17,0.71101,0.67352108,-213.50,-5.27,,Nasdaq bid-price deficiency name deliberately not added to,Entry price is the documented pre-17-July avg cost, original open date not recovered. Sold 5,000 @ 0.673521, 17 Aug, confirmed via Trades tab, plausible slippage under the documented $0.6777 GTC stop for a thin sub-dollar name. Realized loss -213.50 net of $26.06 commission (unusually high, not investigated further).
CLOSED,NPWR,LONG,1500,,2026-08-17,1.603,1.75266667,216.65,9.34,,Stop deliberately raised then exited on purpose,Entry price is the documented pre-17-July avg cost, original open date not recovered. Sold 1,500 @ 1.752667, 17 Aug, confirmed via Trades tab. Sold ABOVE both the documented $1.72 stop and cost basis - initially flagged as a mechanism mismatch, James confirmed same session the stop was deliberately raised and this was a purposeful exit, not an error. Realized GAIN 216.65 net of $7.85 commission.
CLOSED,LNTH,LONG,30,,2026-08-17,100.904,100.890,-1.49,-0.01,,Curium cash M&A arb sizing was wrong for a slow deal,Entry price is the documented pre-17-July avg cost, original open date not recovered. James's call 17 Aug: exit given 30sh/~$3K sizing was built for a stock pick not a 6-15 month spread-to-close arb, not a rejection of the deal thesis. Sold 30 @ 100.89, confirmed via Trades tab. Old $94.85 GTC stop was left orphaned after this exit, caught and cancelled by James same week per P76/naked-short discipline. Realized loss -1.49 net of $1.07 commission, essentially flat.
CLOSED,KTOS,LONG,100,,2026-08-19,45.011,59.80,1476.62,32.80,A,,Long-held position, exact original entry date not in context this session - flagging rather than guessing. Sold in three execution tranches (100/80/20 displayed on the Trades tab, parent+child fill structure, net 100sh at ~59.79-59.83), essentially at the standing $59.85 GTC stop with minor negative slippage. Real gain, thesis intact through to exit, no red flags.
CLOSED,ADI,LONG,40,2026-08-19,2026-08-19,379.125,372.785,-255.92,-1.67,A,Buy stop-limit entry from the pre-earnings plan discussed 19 Aug (stop 379.25/380.50 as proposed - actual fill 379.125 close enough) - print confirmation was never independently found in search before the fill,CONFIRMED by James: the stop at 372.785 was purposefully tight, not the wider 370 originally discussed, and the stock fell hard post-print and hit it as designed. Real, contained loss on a deliberately tight risk parameter, not slippage or an unplanned early exit. No longer flagged as unresolved.
OPEN,WMT,LONG,100,2026-08-19,,115.00,,,,A,,New entry same session, not previously discussed or Stage 1/2'd in this conversation - entered independently. WMT reports Thursday per the StratB forward calendar already on file. Stop coverage gap flagged same session (only 50 of 100sh protected) - CONFIRMED CORRECTED by James, full 100sh now covered.
OPEN,TGT,LONG,25,2026-08-19,2026-08-19,149.44,161.00,289.00,7.74,A,New entry 19 Aug filled via stop-limit (150.00/149.25 planned, 149.44 actual) - direct override of that morning's StratB "AVOID pre-print" alert on TGT,Partial profit-take same session per this fund's own 20 Aug reconciliation: 25 of the original 100sh sold at $161.00, leaving 75sh carried forward - see the 75sh row below for the remainder's eventual close.
CLOSED,TGT,LONG,75,2026-08-19,2026-08-20,149.44,156.25,510.75,6.86,A,Remainder of the 19 Aug TGT entry after the 25sh partial profit-take above,CLOSED 20 Aug - discretionary exit, James's own words "decline rebound health," below the standing $158.04 GTC stop confirming a proactive close not the stop firing. Resolves the orphaned 100sh $175.90 sell-limit flagged the same session, Orders screenshot confirms Cancelled.
CLOSED,RARE,LONG,100,UNKNOWN - pre-dates this tracking window,2026-08-20,25.691,26.802,111.10,4.33,A,Held position, entry date not captured in this fund's session history - backfilled from the 20 Aug closing screenshot's average cost basis rather than a confirmed fill record,GENGLYCOS (DTX401) accelerated FDA approval 19 Aug drove the exit context - stop raised to $26.00-26.50 same session following the approval, exit lands inside that zone. Real process gap logged same session: the 23 Aug PDUFA was never on this fund's forward calendar despite RARE already being held.
CLOSED,IONQ,LONG,100,UNKNOWN - pre-dates this tracking window,2026-08-20,37.77,41.91,414.00,10.96,A,Held position, entry date not captured in this fund's session history - backfilled from the 20 Aug closing screenshot's average cost basis,Closed without documented reasoning in this session's conversation - profitable, not flagged as an error, needs a one-line confirmation from James for the record to be complete.
CLOSED,DE,LONG,25,2026-08-20,2026-08-20,594.2408,594.01,-8.52,-0.04,SPEC,Brand new name, no prior fund history, no Stage 1/2 - same-day scalp during today's WMT-style rebound-capture activity,Tiny, contained loss. Logged per the standing WMT/scalp process rule - lightweight entry, no full underwriting required for a same-day scalp.
OPEN,LITE,LONG,10,2026-08-20,,852.92,,,,A,Full Stage 1/2 run this session - strongest fundamentals in the AI-optics basket (Q4 rev +109% YoY) but the most extreme 52-week run in the group,Genuine discretionary early entry - filled below this session's own defined re-engage condition of a $860-880 reclaim with confirmed OBV. Protective stop $842.60 GTC live. Not flagged as wrong, flagged as a real gap between the documented trigger and the actual entry - worth a standing decision on whether watchlist triggers are hard gates or reference points.
CLOSED,WMT (round trip 1),LONG,200,2026-08-20,2026-08-20,105.78,105.739228,-10.63,-0.04,SPEC,Rebound-capture attempt off today's post-earnings crash,First of three separate WMT round trips today, correctly re-paired 20 Aug after a chronology error (see round trip 2 below). Bought 17:30:27, sold 17:30:28, essentially immediate, small loss net of commissions.
CLOSED,WMT (round trip 2),LONG,200,2026-08-20,2026-08-20,104.39885,104.04,-74.24,-0.34,SPEC,Rebound-capture attempt off today's post-earnings crash,Second of three round trips. Bought 17:48:27, sold 17:54:30, real loss, not the small gain previously logged in error - see correction note below.
CLOSED,WMT (round trip 3 - the tight-stop trade James described),LONG,50,2026-08-20,2026-08-20,103.89,103.105,-41.37,-0.76,SPEC,Rebound-capture attempt off today's post-earnings crash,Third round trip, bought 20:13:12, sold 23:15:46 - THIS is the trade James described as "stopped out, very small loss," not the 19 Aug 100sh@$115 position. Net WMT realized today across all three round trips: approximately -$126, a real but small loss, consistent with James's correction.
UNRESOLVED,WMT (19 Aug entry),LONG,100,2026-08-19,,115.00,,,,A,Entered independently by James 19 Aug, not Stage 1/2'd in session,CORRECTION 20 Aug: previously marked CLOSED at 103.10 for a -$1190 loss - this was an ERROR. The 103.10 exit James confirmed belongs to WMT round trip 3 above (50sh, small loss), not this 100sh@$115 position, which does not appear anywhere in today's full Trades-tab history. This position's actual fate is genuinely unknown - reverted to UNRESOLVED rather than continuing to carry a fabricated number. Needs a direct check against 19 Aug's own trade history, not today's.
CLOSED,LOW,LONG,50,2026-08-18,2026-08-19,217.021,210.056,-348.25,-1.61,A,Q2 FY26 (19 Aug) soft not broken - comp sales +0.2% well below the ~1% guided midpoint watched pre-print, adjusted EPS +1.6% propped by a $0.11 one-time IEEPA tariff refund benefit, diluted EPS flat YoY,James exited manually premarket at $210.056 ahead of the $213.97 GTC stop actually firing, converting uncertain open-gap slippage into a known outcome, same logic as the ORCL exit the same session. Full new FY2026 guidance figures not confirmed at time of exit - decision made on the confirmed quarter alone, not a guidance cut, consistent with stop-discipline reasoning rather than a fresh negative catalyst. ORPHANED STOP RISK FLAGGED SAME SESSION: the $213.97 GTC stop was still resting against zero shares after this manual exit, same naked-short pattern as ORCL/LNTH/PEP/OPTX - CONFIRMED CANCELLED by James same session, no live exposure remains, row fully closed out.
CLOSED,AAOI,LONG,100,2026-07-16,2026-07-16,109.00,109.09,7.76,0.08,SPEC,StratB rebound attempt, no prior fund history on this name before this session - not previously Stage 1/2'd, alert-only in the register at $135,Same-day partial profit-take: bought 150sh @ $109.00, sold 100 of them same session @ $109.09 for a marginal scalp gain, both confirmed via Trades tab (July 16). Remaining 50sh carried as OPEN below. Thesis-level rebound did not materialize - James's own framing 17 July: "rebound trade that did not work, now holding for hoped rebound." No defined stop-loss thesis beyond the live $96.50 GTC stop order.
OPEN,AAOI,LONG,50,2026-07-16,,109.00,,,,SPEC,Remainder of the same-day AAOI rebound entry after the partial profit-take above - no Stage 1/2 on file, entered and partially exited same session without going through the fund's standard research gate,James's explicit instruction 17 July: log and move on, holding for a hoped rebound. No target defined. Live stop $96.50 GTC confirmed via Orders screenshot 17 July.
OPEN,MBOT,LONG,1336,2026-07-16,,1.80,,,,SPEC,Sourced S92 from an external pre-rerating small-cap screen, independently verified against Q1 2026 10-Q/8-K before order build (~$72.5M cash+securities vs ~$125M market cap at entry, LIBERTY Full Market Release scaling),Resting GTC Buy Limit 1,336sh @ $1.80 finally filled 16 July, confirmed via Trades tab, roughly five weeks after the order was first placed S92. This row did not previously exist in TRACK_RECORD.csv despite the resting order being logged in DECISION_REGISTER.md across multiple sessions - a real tracking gap, now closed by the fill itself forcing the reconciliation. Stop $1.20 GTC, James's explicit wide override at entry, confirmed still live via 17 July Orders screenshot (documented at $1.68 in the live orders table on the same screenshot, MATERIALLY TIGHTER than the $1.20 override - unconfirmed as deliberate, flag for James). ROW NOT YET CLOSED, 18 Aug: position confirmed absent from account since the 17 Aug re-baseline, logged as UNRESOLVED (not assumed closed) for weeks per P76. James confirmed 18 Aug the position WAS sold at some point - Status left OPEN here deliberately rather than fabricating an exit price/date; needs one Trades tab screenshot covering the actual close date (somewhere in the untracked 17 Jul-17 Aug gap) to close this row properly against a real fill, part of the larger 114-trade backlog reconciliation.
CLOSED,BJ,LONG,100,2026-08-21,2026-08-21,93.70,93.74,1.79,0.02,SPEC,Rebound-format resting order, R/R 3.7:1 at build vs a $100 target,Same-session round trip - filled 17:30:17, stopped 19:11:59 on the fade James described ("rebounded well, then faded"). Gross $4.00 less approx $2.21 combined commission, net near-breakeven gain. Never reached its $100 target, which was cancelled with the position close.
CLOSED,COHR,LONG,50,2026-08-21,2026-08-21,295.76,295.8805,3.53,0.02,A,Repriced 21 Aug from the 20 Aug cancelled order to a fresh higher entry ($297.10/$296.40 trigger band),Same-session round trip, same rebound-then-fade pattern as BJ and LRCX. Filled 17:30:01, stopped 18:02:48. Gross $6.03 less approx $2.50 combined commission, net near-breakeven gain. $340 target was aspirational (>10:1 R/R at build) and was never approached.
CLOSED,LRCX,LONG,30,2026-08-21,2026-08-21,314.00,310.78,-98.80,-1.02,A,Resting order flagged pre-open as already running through its entry band before market open,Same-session round trip, same rebound-then-fade pattern. Filled 17:33:00, stopped 17:53:04 on the raised stop (moved from the original $308.00 to $310.95 intraday, real loss captured earlier than the original stop would have). Gross -$96.60 less approx $2.20 combined commission, net loss $98.80.
CLOSED,LITE,LONG,10,2026-08-20,2026-08-21,853.021,897.36,442.20,5.19,A,Full Stage 1/2 20 Aug - strongest fundamentals in the AI-optics basket, genuine discretionary early entry below the documented $860-880 re-engage trigger,Stop actively trailed through the rally - $842.60 at entry, raised to $859.48 on 20 Aug, further to $897.37 before triggering 21 Aug at 897.36. Correct, disciplined profit capture. One of "a couple that worked" per James's own 21 Aug close-of-day summary. Gross $443.39 less approx $1.19 sell commission (buy commission already embedded in the 853.021 avg cost basis), net $442.20.
CLOSED,APP,LONG,30,2026-08-1X (exact date not recovered this session),2026-08-21,315.034,299.425,-469.00,-4.95,A,Original tranche, avg cost per prior session screenshots,Stopped out 17:31:58 against the $298.02 GTC stop, filled 299.425 (better than trigger). James's own framing: "rebounded well, then faded." Realized loss matches the account's own Realized P&L movement, figure carried as previously logged rather than independently re-derived this row.
OPEN,APP,LONG,50,2026-08-21,,303.00,,,,A,Same-session re-entry after the stop-out above, James's explicit instruction: bought back into the later rebound with deliberately tight risk,Filled via Limit 303.00, 19:11:19. Protective stop $301.91 GTC, roughly 0.4% below entry - the tightest stop percentage in the current book. Larger size (50sh) than the original tranche (30sh) with materially tighter protection.
OPEN,KTOS,LONG,100,2026-08-21,,57.56,,,,A,Stage 1 re-run same session flagged this exact pullback (post drone-tariff selloff) as the right kind of re-entry setup rather than chasing the prior +31%-in-six-sessions run,Filled via Stop Limit (trigger 57.55/cap 57.80), 17:34:09. Stop $56.94 GTC, target $62.50 GTC - R/R approx 8:1 at entry, wide enough that the target should be treated as aspirational; trade clears the fund's floor easily on a far more conservative level too. HELD at 21 Aug close, small unrealized loss.
OPEN,ONDS,LONG,500,2026-08-21,,8.6595,,,,SPEC,Stage 1 same session called WATCHING (most speculative of the AVAV/KTOS/ONDS group - net income -247% YoY, serial acquirer) - entered anyway on the pullback as a live in-session call,Filled via Stop Limit (trigger 8.65/cap 8.69), 18:49:38. Stop $8.47 GTC. NO PROFIT TARGET attached - flagged, same gap pattern as AVEX same session. HELD at 21 Aug close, small unrealized gain.
OPEN,SPAI,LONG,1000,2026-08-21,,5.30,,,,SPEC,NEW NAME, not discussed or Stage 1/2'd in session before the fill appeared in the account - Safe Pro Group, micro-cap drone/AI threat-detection maker riding the same Pentagon-domestic-drone theme as the rest of the complex this week,Filled via Limit 5.30, 18:11:08. Stop $5.15 GTC. Same-day research found real red flags (FY2025 revenue -72% YoY to $606,681, losses +92.8% YoY to $14.32M) alongside a genuine near-term catalyst (Innovation Day, 25 Aug). NO PROFIT TARGET attached, same gap as ONDS/AVEX. Position sized ~5.9% of net liquidity. Least-documented position in the book at 21 Aug close, needs a one-line confirmation from James, same treatment as the earlier IONQ gap.
